"Rank","Name","NAT","Dive No.","DD","J1","J2","J3","J4","J5","J6","J7","Dive Points","Dive Rank","Total Points","Overall Rank","Points Behind","level","event"
"27","VIETA Maycey Adrianne","PUR","5253B","3.2","4.5","5.5","5.0","5.0","5.0","6.0","5.5","49.60","29","49.60","29","22.40","preliminary","women's 10m platform"
"27","VIETA Maycey Adrianne","PUR","6243D","3.2","2.0","2.0","2.0","3.0","2.0","3.0","1.0","19.20","=34","68.80","35","66.50","preliminary","women's 10m platform"
"27","VIETA Maycey Adrianne","PUR","107B","3.0","5.5","5.0","4.5","4.5","4.5","5.5","5.5","45.00","27","113.80","34","96.50","preliminary","women's 10m platform"
"27","VIETA Maycey Adrianne","PUR","407C","3.2","6.0","7.0","6.5","7.0","6.0","7.0","6.0","62.40","9","176.20","28","92.30","preliminary","women's 10m platform"
"27","VIETA Maycey Adrianne","PUR","305C","2.8","6.5","6.0","6.0","6.5","6.0","6.0","5.5","50.40","23","226.60","27","118.70","preliminary","women's 10m platform"
"28","CHO Eunbi","KOR","405B","2.8","6.0","6.5","7.0","7.0","7.0","6.5","6.5","56.00","19","56.00","19","16.00","preliminary","women's 10m platform"
"28","CHO Eunbi","KOR","107B","3.0","6.0","6.0","5.5","5.0","6.0","6.0","5.5","52.50","21","108.50","17","26.80","preliminary","women's 10m platform"
"28","CHO Eunbi","KOR","205B","2.9","4.0","5.0","4.5","5.0","5.0","5.0","5.5","43.50","=29","152.00","23","58.30","preliminary","women's 10m platform"
"28","CHO Eunbi","KOR","305C","2.8","3.5","2.5","3.0","3.5","2.0","3.0","2.5","23.80","33","175.80","29","92.70","preliminary","women's 10m platform"
"28","CHO Eunbi","KOR","5152B","2.9","5.5","5.5","5.5","5.5","6.5","5.5","6.0","47.85","25","223.65","28","121.65","preliminary","women's 10m platform"
"29","ABDELSALAM Maha","EGY","6241B","2.7","6.0","6.5","6.0","7.0","6.5","6.5","6.5","52.65","24","52.65","24","19.35","preliminary","women's 10m platform"
"29","ABDELSALAM Maha","EGY","107C","2.7","6.0","6.0","5.5","5.5","6.0","5.5","5.5","45.90","=25","98.55","26","36.75","preliminary","women's 10m platform"
"29","ABDELSALAM Maha","EGY","305C","2.8","7.0","6.5","6.5","6.5","6.5","7.0","7.0","56.00","=17","154.55","22","55.75","preliminary","women's 10m platform"
"29","ABDELSALAM Maha","EGY","405B","2.8","3.0","2.0","3.0","3.5","2.5","3.0","3.5","25.20","31","179.75","26","88.75","preliminary","women's 10m platform"
"29","ABDELSALAM Maha","EGY","5152B","2.9","5.5","5.0","5.0","5.5","4.0","4.5","4.5","42.05","31","221.80","29","123.50","preliminary","women's 10m platform"
"30","TUXEN Helle","NOR","405B","2.8","5.5","5.5","5.5","5.0","4.5","5.0","5.5","44.80","31","44.80","31","27.20","preliminary","women's 10m platform"
"30","TUXEN Helle","NOR","305C","2.8","6.5","6.5","6.5","6.5","6.5","6.5","6.0","54.60","17","99.40","25","35.90","preliminary","women's 10m platform"
"30","TUXEN Helle","NOR","205B","2.9","5.0","5.0","5.0","5.0","4.5","6.0","4.0","43.50","=29","142.90","28","67.40","preliminary","women's 10m platform"
"30","TUXEN Helle","NOR","6243D","3.2","3.5","3.5","3.0","2.0","3.5","3.5","3.0","32.00","26","174.90","30","93.60","preliminary","women's 10m platform"
"30","TUXEN Helle","NOR","107C","2.7","6.0","6.0","5.0","5.5","6.0","5.5","5.0","45.90","27","220.80","30","124.50","preliminary","women's 10m platform"
"31","MUSCALU Nicoleta-Angelica","ROU","405B","2.8","6.5","7.0","7.0","6.5","5.5","7.0","7.0","57.40","15","57.40","15","14.60","preliminary","women's 10m platform"
"31","MUSCALU Nicoleta-Angelica","ROU","107B","3.0","6.0","6.5","5.5","5.5","5.5","5.5","6.5","51.00","23","108.40","18","26.90","preliminary","women's 10m platform"
"31","MUSCALU Nicoleta-Angelica","ROU","5253B","3.2","6.0","5.0","5.0","5.5","5.0","5.0","5.5","49.60","=24","158.00","20","52.30","preliminary","women's 10m platform"
"31","MUSCALU Nicoleta-Angelica","ROU","205B","2.9","2.0","2.0","2.5","2.0","2.0","2.5","2.5","18.85","35","176.85","27","91.65","preliminary","women's 10m platform"
"31","MUSCALU Nicoleta-Angelica","ROU","301B","1.9","7.0","7.0","7.0","6.5","7.0","7.0","7.0","39.90","32","216.75","31","128.55","preliminary","women's 10m platform"
"32","BETANCOURT Maria","VEN","107B","3.0","6.5","7.0","6.0","6.0","6.5","5.5","6.5","57.00","=16","57.00","=16","15.00","preliminary","women's 10m platform"
"32","BETANCOURT Maria","VEN","407C","3.2","4.5","3.5","3.5","4.0","4.0","3.0","3.0","35.20","32","92.20","29","43.10","preliminary","women's 10m platform"
"32","BETANCOURT Maria","VEN","205B","2.9","4.0","4.0","4.0","4.5","4.0","5.0","5.0","36.25","33","128.45","32","81.85","preliminary","women's 10m platform"
"32","BETANCOURT Maria","VEN","6243D","3.2","3.5","2.5","2.5","3.5","2.5","2.5","3.5","27.20","30","155.65","32","112.85","preliminary","women's 10m platform"
"32","BETANCOURT Maria","VEN","5253B","3.2","5.0","6.5","6.0","6.0","6.0","5.5","5.5","56.00","=18","211.65","32","133.65","preliminary","women's 10m platform"
"33","NAJI Maissam","FRA","405B","2.8","5.5","6.0","6.0","6.0","6.0","5.5","6.0","50.40","=26","50.40","=26","21.60","preliminary","women's 10m platform"
"33","NAJI Maissam","FRA","5152B","2.9","6.0","6.0","5.5","6.0","6.5","6.0","6.5","52.20","22","102.60","23","32.70","preliminary","women's 10m platform"
"33","NAJI Maissam","FRA","305C","2.8","3.0","3.5","3.0","3.5","4.5","4.0","3.5","29.40","35","132.00","31","78.30","preliminary","women's 10m platform"
"33","NAJI Maissam","FRA","205B","2.9","1.5","1.5","2.5","2.5","2.0","3.0","3.0","20.30","34","152.30","33","116.20","preliminary","women's 10m platform"
"33","NAJI Maissam","FRA","624B","2.8","5.5","5.5","5.5","5.5","5.0","4.5","5.0","44.80","=29","197.10","33","148.20","preliminary","women's 10m platform"
"34","RAMIREZ Lisette","VEN","6241B","2.7","3.5","4.0","3.5","4.0","4.0","4.0","3.0","31.05","36","31.05","36","40.95","preliminary","women's 10m platform"
"34","RAMIREZ Lisette","VEN","5152B","2.9","4.0","4.5","4.5","5.0","4.5","4.5","4.5","39.15","29","70.20","34","65.10","preliminary","women's 10m platform"
"34","RAMIREZ Lisette","VEN","205B","2.9","5.0","5.5","5.0","6.0","5.0","6.0","5.0","44.95","28","115.15","33","95.15","preliminary","women's 10m platform"
"34","RAMIREZ Lisette","VEN","407C","3.2","3.0","2.0","1.5","3.5","2.5","2.5","2.5","24.00","32","139.15","34","129.35","preliminary","women's 10m platform"
"34","RAMIREZ Lisette","VEN","107B","3.0","5.0","6.0","5.0","6.0","6.0","5.5","5.5","51.00","22","190.15","34","155.15","preliminary","women's 10m platform"
"35","BIRCH Robyn","GBR","6243D","3.2","7.0","7.0","7.0","7.0","6.5","7.0","8.0","67.20","3","67.20","3","4.80","preliminary","women's 10m platform"
"35","BIRCH Robyn","GBR","305C","2.8","0.5","1.0","0.5","0.5","0.5","0.5","0.5",NA,"36","71.40","33","63.90","preliminary","women's 10m platform"
"35","BIRCH Robyn","GBR","407C","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preliminary","women's 10m platform"
"35","BIRCH Robyn","GBR","107B","3.0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preliminary","women's 10m platform"
"35","BIRCH Robyn","GBR","5253B","3.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"preliminary","women's 10m platform"
"35","BOROVA Yelizaveta","KAZ","614B","2.4","4.0","5.0","4.0","4.5","4.5","4.5","4.5","32.40","35","32.40","35","39.60","preliminary","women's 10m platform"
"35","BOROVA Yelizaveta","KAZ","405B","2.8","3.0","4.0","2.5","4.5","3.5","2.0","4.0","29.40","33","61.80","36","73.50","preliminary","women's 10m platform"
"35","BOROVA Yelizaveta","KAZ","5251B","2.6","5.0","5.0","5.5","5.5","5.0","5.0","5.5","40.30","31","102.10","35","108.20","preliminary","women's 10m platform"
"35","BOROVA Yelizaveta","KAZ","107B","3.0","3.5","3.5","2.5","3.5","3.5","4.0","3.5","31.50","27","133.60","35","134.90","preliminary","women's 10m platform"
"35","BOROVA Yelizaveta","KAZ","305C","2.8","0.0","0.0","0.0","0.0","0.0","0.0","0.0",NA,"35","133.60","35","211.70","preliminary","women's 10m platform"
"1","GOODFELLOW Daniel","GBR","5154B","3.4","8.0","7.5","8.5","8.0","8.5","8.0","8.0","81.60","=1","81.60","=1",NA,"semifinal"," men's 3m springboard"
"1","GOODFELLOW Daniel","GBR","407C","3.4","7.5","8.0","7.5","7.0","7.0","7.5","6.5","74.80","4","156.40","3","2.40","semifinal"," men's 3m springboard"
"1","GOODFELLOW Daniel","GBR","307C","3.5","8.0","8.5","8.0","7.5","7.5","8.0","8.0","84.00","1","240.40","1",NA,"semifinal"," men's 3m springboard"
"1","GOODFELLOW Daniel","GBR","5156B","3.9","7.0","7.0","7.0","7.0","6.5","7.0","6.5","81.90","4","322.30","1",NA,"semifinal"," men's 3m springboard"
"1","GOODFELLOW Daniel","GBR","109C","3.8","7.5","8.0","7.5","7.5","8.0","8.0","8.0","89.30","2","411.60","1",NA,"semifinal"," men's 3m springboard"
"1","GOODFELLOW Daniel","GBR","207C","3.6","6.0","7.0","6.5","6.5","6.5","6.5","6.5","70.20","8","481.80","1",NA,"semifinal"," men's 3m springboard"
"2","DIEGO LOPEZ Rodrigo","MEX","5154B","3.4","7.5","8.0","8.0","7.5","8.0","8.0","8.0","81.60","=1","81.60","=1",NA,"semifinal"," men's 3m springboard"
"2","DIEGO LOPEZ Rodrigo","MEX","205B","3.0","7.0","8.0","7.5","7.5","7.0","7.5","7.0","66.00","13","147.60","4","11.20","semifinal"," men's 3m springboard"
"2","DIEGO LOPEZ Rodrigo","MEX","407C","3.4","7.5","7.5","7.5","7.0","7.5","7.0","7.0","74.80","4","222.40","4","18.00","semifinal"," men's 3m springboard"
"2","DIEGO LOPEZ Rodrigo","MEX","307C","3.5","7.0","7.0","8.0","7.5","8.0","7.5","7.0","77.00","5","299.40","3","22.90","semifinal"," men's 3m springboard"
"2","DIEGO LOPEZ Rodrigo","MEX","109C","3.8","8.0","8.0","8.0","8.0","8.0","7.5","8.0","91.20","1","390.60","2","21.00","semifinal"," men's 3m springboard"
"2","DIEGO LOPEZ Rodrigo","MEX","5156B","3.9","6.5","6.5","6.5","6.5","7.0","7.0","6.0","76.05","3","466.65","2","15.15","semifinal"," men's 3m springboard"
"3","WOLFRAM Martin","GER","205B","3.0","8.0","7.5","7.5","7.0","7.0","7.5","7.5","67.50","=9","67.50","=9","14.10","semifinal"," men's 3m springboard"
"3","WOLFRAM Martin","GER","5337D","3.5","6.0","7.5","7.0","8.0","7.5","7.5","7.0","77.00","3","144.50","5","14.30","semifinal"," men's 3m springboard"
"3","WOLFRAM Martin","GER","307C","3.5","8.0","8.0","8.0","7.5","7.5","7.5","7.5","80.50","2","225.00","3","15.40","semifinal"," men's 3m springboard"
"3","WOLFRAM Martin","GER","407C","3.4","8.0","8.5","8.0","8.0","8.0","8.5","8.5","83.30","3","308.30","2","14.00","semifinal"," men's 3m springboard"
"3","WOLFRAM Martin","GER","107B","3.1","7.5","7.0","7.0","7.0","7.5","7.5","7.5","68.20","13","376.50","3","35.10","semifinal"," men's 3m springboard"
"3","WOLFRAM Martin","GER","5154B","3.4","7.5","7.0","7.5","7.0","7.5","7.5","7.0","74.80","4","451.30","3","30.50","semifinal"," men's 3m springboard"
"4","HEATLY James","GBR","205B","3.0","8.0","8.5","8.0","8.0","8.0","8.0","7.5","72.00","5","72.00","5","9.60","semifinal"," men's 3m springboard"
"4","HEATLY James","GBR","407C","3.4","5.5","5.0","5.0","5.5","5.0","5.5","4.5","52.70","18","124.70","16","34.10","semifinal"," men's 3m springboard"
"4","HEATLY James","GBR","5154B","3.4","6.5","7.5","7.5","6.5","7.0","7.5","7.0","73.10","7","197.80","11","42.60","semifinal"," men's 3m springboard"
"4","HEATLY James","GBR","307C","3.5","8.0","7.5","8.0","8.5","8.0","8.5","8.0","84.00","=1","281.80","5","40.50","semifinal"," men's 3m springboard"
"4","HEATLY James","GBR","109C","3.8","7.0","6.0","6.0","7.0","7.0","7.0","6.5","77.90","5","359.70","4","51.90","semifinal"," men's 3m springboard"
"4","HEATLY James","GBR","5156B","3.9","7.0","6.0","7.0","7.0","7.5","7.5","7.0","81.90","1","441.60","4","40.20","semifinal"," men's 3m springboard"
"5","JANDARD Alexis","FRA","405B","3.0","8.0","7.5","7.5","7.0","7.0","7.0","7.0","64.50","14","64.50","14","17.10","semifinal"," men's 3m springboard"
"5","JANDARD Alexis","FRA","107B","3.1","7.5","8.0","7.0","8.0","7.5","7.0","7.5","69.75","=7","134.25","9","24.55","semifinal"," men's 3m springboard"
"5","JANDARD Alexis","FRA","205B","3.0","7.0","7.0","7.0","7.5","6.5","7.0","7.0","63.00","14","197.25","12","43.15","semifinal"," men's 3m springboard"
"5","JANDARD Alexis","FRA","5337D","3.5","8.0","8.0","8.0","8.0","7.5","8.5","7.5","84.00","=1","281.25","6","41.05","semifinal"," men's 3m springboard"
"5","JANDARD Alexis","FRA","307C","3.5","7.0","7.0","7.0","6.0","7.0","7.5","6.5","73.50","7","354.75","5","56.85","semifinal"," men's 3m springboard"
"5","JANDARD Alexis","FRA","5154B","3.4","6.0","6.5","5.5","6.0","6.0","5.5","6.5","61.20","13","415.95","5","65.85","semifinal"," men's 3m springboard"
"6","DOWN-JENKINS Anton","NZL","405B","3.0","8.0","8.0","7.0","7.5","7.5","7.5","8.0","69.00","8","69.00","8","12.60","semifinal"," men's 3m springboard"
"6","DOWN-JENKINS Anton","NZL","205B","3.0","7.0","7.0","7.5","7.5","7.5","7.5","7.5","67.50","12","136.50","8","22.30","semifinal"," men's 3m springboard"
"6","DOWN-JENKINS Anton","NZL","305B","3.0","7.5","7.5","7.5","7.5","7.0","6.5","7.5","67.50","13","204.00","7","36.40","semifinal"," men's 3m springboard"
"6","DOWN-JENKINS Anton","NZL","107B","3.1","7.5","7.0","7.5","8.0","7.5","7.5","7.0","69.75","7","273.75","8","48.55","semifinal"," men's 3m springboard"
"6","DOWN-JENKINS Anton","NZL","5152B","3.0","8.0","7.5","7.5","7.5","8.0","7.5","8.5","69.00","11","342.75","6","68.85","semifinal"," men's 3m springboard"
"6","DOWN-JENKINS Anton","NZL","5154B","3.4","7.0","7.0","6.0","6.0","7.0","7.0","6.5","69.70","=9","412.45","6","69.35","semifinal"," men's 3m springboard"
"7","KNIGHT-WISDOM Yona","JAM","107B","3.1","8.5","8.0","8.5","8.5","8.0","8.5","8.5","79.05","3","79.05","3","2.55","semifinal"," men's 3m springboard"
"7","KNIGHT-WISDOM Yona","JAM","407C","3.4","7.5","7.5","8.0","8.0","8.0","7.5","7.0","78.20","2","157.25","2","1.55","semifinal"," men's 3m springboard"
"7","KNIGHT-WISDOM Yona","JAM","5152B","3.0","7.0","7.5","8.0","7.5","8.0","7.5","8.0","69.00","10","226.25","2","14.15","semifinal"," men's 3m springboard"
"7","KNIGHT-WISDOM Yona","JAM","205B","3.0","7.0","6.5","7.0","6.5","6.5","6.0","7.0","60.00","13","286.25","4","36.05","semifinal"," men's 3m springboard"
"7","KNIGHT-WISDOM Yona","JAM","307C","3.5","5.5","5.5","5.0","5.0","5.5","4.5","5.0","54.25","16","340.50","8","71.10","semifinal"," men's 3m springboard"
"7","KNIGHT-WISDOM Yona","JAM","5154B","3.4","7.0","6.0","6.5","6.5","7.0","6.5","6.5","66.30","12","406.80","7","75.00","semifinal"," men's 3m springboard"
"8","GARCIA BOISSIER Nicolas","ESP","405B","3.0","7.5","7.0","7.5","7.5","7.0","7.5","7.5","67.50","=9","67.50","=9","14.10","semifinal"," men's 3m springboard"
"8","GARCIA BOISSIER Nicolas","ESP","205B","3.0","6.0","5.5","6.5","6.0","6.0","6.0","6.5","54.00","17","121.50","17","37.30","semifinal"," men's 3m springboard"
"8","GARCIA BOISSIER Nicolas","ESP","5337D","3.5","7.0","7.5","7.5","7.0","7.0","7.0","7.5","75.25","3","196.75","13","43.65","semifinal"," men's 3m springboard"
"8","GARCIA BOISSIER Nicolas","ESP","305B","3.0","6.0","6.0","6.5","5.5","7.0","7.0","6.5","57.00","17","253.75","15","68.55","semifinal"," men's 3m springboard"
"8","GARCIA BOISSIER Nicolas","ESP","5154B","3.4","8.0","7.5","8.5","8.0","7.0","7.0","7.5","78.20","4","331.95","12","79.65","semifinal"," men's 3m springboard"
"8","GARCIA BOISSIER Nicolas","ESP","107B","3.1","8.0","7.5","8.0","8.0","8.0","8.0","8.0","74.40","5","406.35","8","75.45","semifinal"," men's 3m springboard"
"9","MORALES MENDOZA Sebastian","COL","5154B","3.4","7.0","7.0","8.0","7.5","7.0","8.0","7.5","74.80","4","74.80","4","6.80","semifinal"," men's 3m springboard"
"9","MORALES MENDOZA Sebastian","COL","307C","3.5","7.5","7.5","8.0","8.0","8.0","8.0","8.0","84.00","1","158.80","1",NA,"semifinal"," men's 3m springboard"
"9","MORALES MENDOZA Sebastian","COL","109C","3.8","4.5","5.5","6.0","6.0","4.5","5.5","4.5","58.90","15","217.70","5","22.70","semifinal"," men's 3m springboard"
"9","MORALES MENDOZA Sebastian","COL","207C","3.6","4.5","5.5","5.5","5.5","5.5","6.0","5.5","59.40","14","277.10","7","45.20","semifinal"," men's 3m springboard"
"9","MORALES MENDOZA Sebastian","COL","5156B","3.9","4.5","4.5","4.5","5.5","4.5","4.0","4.5","52.65","17","329.75","13","81.85","semifinal"," men's 3m springboard"
"9","MORALES MENDOZA Sebastian","COL","407C","3.4","7.5","7.5","7.5","7.5","7.0","7.5","7.5","76.50","2","406.25","9","75.55","semifinal"," men's 3m springboard"
"10","WOO Haram","KOR","5154B","3.4","6.5","7.0","7.5","7.0","7.0","7.0","8.0","71.40","6","71.40","6","10.20","semifinal"," men's 3m springboard"
"10","WOO Haram","KOR","407C","3.4","5.5","6.0","5.0","5.5","5.5","4.5","5.5","56.10","16","127.50","14","31.30","semifinal"," men's 3m springboard"
"10","WOO Haram","KOR","109C","3.8","6.5","6.0","7.0","6.5","6.5","6.5","5.5","74.10","5","201.60","=9","38.80","semifinal"," men's 3m springboard"
"10","WOO Haram","KOR","307C","3.5","7.5","6.5","7.5","6.5","6.5","8.0","6.5","71.75","6","273.35","9","48.95","semifinal"," men's 3m springboard"
"10","WOO Haram","KOR","207C","3.6","5.5","6.5","5.5","6.0","5.5","6.5","6.0","63.00","14","336.35","10","75.25","semifinal"," men's 3m springboard"
"10","WOO Haram","KOR","5156B","3.9","6.5","6.0","5.5","6.0","5.0","6.0","5.0","68.25","11","404.60","10","77.20","semifinal"," men's 3m springboard"
"11","RUVALCABA Jonathan","DOM","107B","3.1","6.5","6.5","7.0","7.0","7.0","7.0","7.0","65.10","13","65.10","13","16.50","semifinal"," men's 3m springboard"
"11","RUVALCABA Jonathan","DOM","205B","3.0","6.5","7.0","7.5","7.0","7.0","7.0","7.0","63.00","14","128.10","13","30.70","semifinal"," men's 3m springboard"
"11","RUVALCABA Jonathan","DOM","307C","3.5","6.5","7.0","7.0","7.0","7.5","7.0","7.0","73.50","6","201.60","=9","38.80","semifinal"," men's 3m springboard"
"11","RUVALCABA Jonathan","DOM","5353B","3.3","6.5","6.5","7.5","7.0","8.0","7.5","6.5","69.30","9","270.90","10","51.40","semifinal"," men's 3m springboard"
"11","RUVALCABA Jonathan","DOM","407C","3.4","5.5","6.0","6.0","6.5","6.5","6.0","5.5","61.20","15","332.10","11","79.50","semifinal"," men's 3m springboard"
"11","RUVALCABA Jonathan","DOM","5154B","3.4","7.0","7.0","7.0","7.5","7.0","7.0","7.0","71.40","6","403.50","11","78.30","semifinal"," men's 3m springboard"
"12","HERRERA Briadam","USA","205B","3.0","7.5","7.5","7.5","7.5","6.5","8.0","7.5","67.50","=9","67.50","=9","14.10","semifinal"," men's 3m springboard"
"12","HERRERA Briadam","USA","5154B","3.4","7.5","7.5","6.5","7.0","7.0","7.0","7.0","71.40","=5","138.90","6","19.90","semifinal"," men's 3m springboard"
"12","HERRERA Briadam","USA","307C","3.5","5.5","5.5","4.5","4.5","5.0","5.0","5.0","52.50","16","191.40","15","49.00","semifinal"," men's 3m springboard"
"12","HERRERA Briadam","USA","407C","3.4","7.0","7.0","7.0","6.5","7.0","6.5","6.5","69.70","8","261.10","13","61.20","semifinal"," men's 3m springboard"
"12","HERRERA Briadam","USA","109C","3.8","7.0","7.0","7.0","7.5","7.0","8.0","7.0","79.80","3","340.90","7","70.70","semifinal"," men's 3m springboard"
"12","HERRERA Briadam","USA","5337D","3.5","4.5","5.0","5.0","5.5","5.0","4.5","5.5","52.50","16","393.40","12","88.40","semifinal"," men's 3m springboard"
"13","MARSAGLIA Lorenzo","ITA","407C","3.4","6.5","6.5","6.5","6.5","6.5","6.5","6.5","66.30","12","66.30","12","15.30","semifinal"," men's 3m springboard"
"13","MARSAGLIA Lorenzo","ITA","107B","3.1","7.0","7.5","6.5","6.5","7.0","6.5","6.5","62.00","15","128.30","12","30.50","semifinal"," men's 3m springboard"
"13","MARSAGLIA Lorenzo","ITA","109C","3.8","6.5","6.0","6.0","6.0","6.0","6.5","6.0","68.40","11","196.70","14","43.70","semifinal"," men's 3m springboard"
"13","MARSAGLIA Lorenzo","ITA","205B","3.0","6.5","6.0","7.0","6.5","6.5","6.5","6.5","58.50","15","255.20","14","67.10","semifinal"," men's 3m springboard"
